id,name,category,workoutType,level,raceDistanceTags,surface,durationRangeMinutes,distanceRangeKm,intensityTarget,formulaHooks,safetyFlags,confidenceLabel
wkt_1000,10K Specific — 6 x 1K — Peak Block v1000,10K Specific,race-specific-interval,intermediate-advanced,10K,track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1001,10K Specific — 6 x 1K — Race Rhythm v1001,10K Specific,race-specific-interval,advanced,10K,track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1002,10K Specific — 6 x 1K — Specific Endurance v1002,10K Specific,race-specific-interval,advanced,10K,track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1003,10K Specific — 6 x 1K — Controlled Load v1003,10K Specific,race-specific-interval,advanced,10K,track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1004,10K Specific — 6 x 1K — Peak Block v1004,10K Specific,race-specific-interval,advanced,10K,track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1005,10K Specific — 6 x 1K — Race Rhythm v1005,10K Specific,race-specific-interval,intermediate,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1006,10K Specific — 6 x 1K — Specific Endurance v1006,10K Specific,race-specific-interval,intermediate,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1007,10K Specific — 6 x 1K — Controlled Load v1007,10K Specific,race-specific-interval,intermediate,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1008,10K Specific — 6 x 1K — Peak Block v1008,10K Specific,race-specific-interval,intermediate,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1009,10K Specific — 6 x 1K — Race Rhythm v1009,10K Specific,race-specific-interval,intermediate-advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1010,10K Specific — 6 x 1K — Specific Endurance v1010,10K Specific,race-specific-interval,intermediate-advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1011,10K Specific — 6 x 1K — Controlled Load v1011,10K Specific,race-specific-interval,intermediate-advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1012,10K Specific — 6 x 1K — Peak Block v1012,10K Specific,race-specific-interval,intermediate-advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1013,10K Specific — 6 x 1K — Race Rhythm v1013,10K Specific,race-specific-interval,advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1014,10K Specific — 6 x 1K — Specific Endurance v1014,10K Specific,race-specific-interval,advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1015,10K Specific — 6 x 1K — Controlled Load v1015,10K Specific,race-specific-interval,advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1016,10K Specific — 6 x 1K — Peak Block v1016,10K Specific,race-specific-interval,advanced,10K,treadmill,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1017,10K Specific — 6 x 1K — Race Rhythm v1017,10K Specific,race-specific-interval,intermediate,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1018,10K Specific — 6 x 1K — Specific Endurance v1018,10K Specific,race-specific-interval,intermediate,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1019,10K Specific — 6 x 1K — Controlled Load v1019,10K Specific,race-specific-interval,intermediate,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1020,10K Specific — 6 x 1K — Peak Block v1020,10K Specific,race-specific-interval,intermediate,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1021,10K Specific — 6 x 1K — Race Rhythm v1021,10K Specific,race-specific-interval,intermediate-advanced,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1022,10K Specific — 6 x 1K — Specific Endurance v1022,10K Specific,race-specific-interval,intermediate-advanced,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1023,10K Specific — 6 x 1K — Controlled Load v1023,10K Specific,race-specific-interval,intermediate-advanced,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1024,10K Specific — 6 x 1K — Peak Block v1024,10K Specific,race-specific-interval,intermediate-advanced,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1025,10K Specific — 6 x 1K — Race Rhythm v1025,10K Specific,race-specific-interval,advanced,10K,road | track,"[55, 90]","[7.0, 16.0]",10K pace / RPE 6-7,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | racePaceCheck,raceSpecific | requiresRecovery | avoidBackToBackHardDays | notForInjuryPain,high
wkt_1026,Half Marathon Specific — 3 x 5K HM Pace — Race Rhythm,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1027,Half Marathon Specific — 3 x 5K HM Pace — Specific Endurance,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1028,Half Marathon Specific — 3 x 5K HM Pace — Controlled Load,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1029,Half Marathon Specific — 3 x 5K HM Pace — Peak Block,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1030,Half Marathon Specific — 3 x 5K HM Pace — Race Rhythm v1030,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1031,Half Marathon Specific — 3 x 5K HM Pace — Specific Endurance v1031,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1032,Half Marathon Specific — 3 x 5K HM Pace — Controlled Load v1032,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1033,Half Marathon Specific — 3 x 5K HM Pace — Peak Block v1033,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1034,Half Marathon Specific — 3 x 5K HM Pace — Race Rhythm v1034,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1035,Half Marathon Specific — 3 x 5K HM Pace — Specific Endurance v1035,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1036,Half Marathon Specific — 3 x 5K HM Pace — Controlled Load v1036,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1037,Half Marathon Specific — 3 x 5K HM Pace — Peak Block v1037,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1038,Half Marathon Specific — 3 x 5K HM Pace — Race Rhythm v1038,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1039,Half Marathon Specific — 3 x 5K HM Pace — Specific Endurance v1039,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1040,Half Marathon Specific — 3 x 5K HM Pace — Controlled Load v1040,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1041,Half Marathon Specific — 3 x 5K HM Pace — Peak Block v1041,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1042,Half Marathon Specific — 3 x 5K HM Pace — Race Rhythm v1042,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1043,Half Marathon Specific — 3 x 5K HM Pace — Specific Endurance v1043,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1044,Half Marathon Specific — 3 x 5K HM Pace — Controlled Load v1044,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1045,Half Marathon Specific — 3 x 5K HM Pace — Peak Block v1045,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1046,Half Marathon Specific — 3 x 5K HM Pace — Race Rhythm v1046,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1047,Half Marathon Specific — 3 x 5K HM Pace — Specific Endurance v1047,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1048,Half Marathon Specific — 3 x 5K HM Pace — Controlled Load v1048,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1049,Half Marathon Specific — 3 x 5K HM Pace — Peak Block v1049,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road | trail,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1050,Half Marathon Specific — 2 x 6K HM Pace — Race Rhythm,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1051,Half Marathon Specific — 2 x 6K HM Pace — Specific Endurance,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1052,Half Marathon Specific — 2 x 6K HM Pace — Controlled Load,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1053,Half Marathon Specific — 2 x 6K HM Pace — Peak Block,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1054,Half Marathon Specific — 2 x 6K HM Pace — Race Rhythm v1054,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1055,Half Marathon Specific — 2 x 6K HM Pace — Specific Endurance v1055,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1056,Half Marathon Specific — 2 x 6K HM Pace — Controlled Load v1056,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1057,Half Marathon Specific — 2 x 6K HM Pace — Peak Block v1057,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,road,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1058,Half Marathon Specific — 2 x 6K HM Pace — Race Rhythm v1058,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1059,Half Marathon Specific — 2 x 6K HM Pace — Specific Endurance v1059,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1060,Half Marathon Specific — 2 x 6K HM Pace — Controlled Load v1060,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1061,Half Marathon Specific — 2 x 6K HM Pace — Peak Block v1061,Half Marathon Specific,race-specific-threshold,intermediate-advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1062,Half Marathon Specific — 2 x 6K HM Pace — Race Rhythm v1062,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1063,Half Marathon Specific — 2 x 6K HM Pace — Specific Endurance v1063,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1064,Half Marathon Specific — 2 x 6K HM Pace — Controlled Load v1064,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1065,Half Marathon Specific — 2 x 6K HM Pace — Peak Block v1065,Half Marathon Specific,race-specific-threshold,advanced,halfMarathon,treadmill,"[85, 135]","[12.0, 25.0]",HM pace / upper Zone 3 / RPE 5.5-6.5,repTime | targetPaceSplit | totalWorkDistance | totalRestTime | sessionDuration | fuelingCarbEstimate | hydrationEstimate,longQualitySession | requiresRecovery | fuelingRecommended | hydrationRecommended | notForInjuryPain,high
wkt_1066,Marathon Specific — 24K Easy Long Run — Race Rhythm,Marathon Specific,long-run-quality,intermediate-advanced,marathon,road,"[110, 230]","[20.0, 34.0]",Zone 2 with optional marathon-pace blocks / RPE 3-6,sessionDuration | distanceEstimate | targetPaceSplit | trainingLoadEstimate | fuelingCarbEstimate | hydrationEstimate,longDuration | fuelingRequired | hydrationRequired | requiresRecovery | notForInjuryPain,high
wkt_1067,Marathon Specific — 24K Easy Long Run — Specific Endurance,Marathon Specific,long-run-quality,intermediate-advanced,marathon,road,"[110, 230]","[20.0, 34.0]",Zone 2 with optional marathon-pace blocks / RPE 3-6,sessionDuration | distanceEstimate | targetPaceSplit | trainingLoadEstimate | fuelingCarbEstimate | hydrationEstimate,longDuration | fuelingRequired | hydrationRequired | requiresRecovery | notForInjuryPain,high
